,created_at,id_str,Company_to_Customer,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,Text,replyToSN,created,replyToSID,id,replyToUID,screenName
7732,Tue Jun 06 13:17:21 +0000 2017,8.7208E+17,"@elaineonyc Hey Elaine, have you asked to be removed from the Smart Meter Promotions? If not I can do this for you. ^Jake",8.7206E+17,92245888,elaineonyc,I've told British Gas numerous times I don't want a smart meter and still they call. This is harassment and I'm changing to EDF.,NA,06/06/2017 11:56,NA,8.7206E+17,NA,elaineonyc
7832,Tue Jun 06 13:13:55 +0000 2017,8.72079E+17,"@Cryingaxe You're welcome, have a nice day. Thanks, Chelsea",8.72073E+17,170303812,Cryingaxe,@BritishGasHelp Thank you,BritishGasHelp,06/06/2017 12:48,8.72002E+17,8.72073E+17,431673892,Cryingaxe
7932,Tue Jun 06 13:02:49 +0000 2017,8.72076E+17,"@amelievondollar If you can DM your full name account number &amp; adddress, I can check his name, and make sure he gets your feedback. ^Nathan",8.72073E+17,302765078,amelievondollar,@BritishGasHelp When he left i told him he was brilliant. He should get cupcakes with his coffee though <U+263A><U+FE0F>,BritishGasHelp,06/06/2017 12:49,8.7207E+17,8.72073E+17,431673892,amelievondollar
8152,Tue Jun 06 12:36:29 +0000 2017,8.7207E+17,@amelievondollar Thanks! I'll try track him down :) ^Nathan,8.72061E+17,302765078,amelievondollar,@BritishGasHelp I didn't get his name but his previous customer was in Greenock ...so seems he covers a good sized area here.,BritishGasHelp,06/06/2017 12:01,8.72058E+17,8.72061E+17,431673892,amelievondollar
8232,Tue Jun 06 12:28:06 +0000 2017,8.72068E+17,@mrslouisawild I'm looking at it now Louisa,8.72065E+17,1357517749,mrslouisawild,@BritishGasHelp Anyone getting back to me?,BritishGasHelp,06/06/2017 12:19,8.72052E+17,8.72065E+17,431673892,mrslouisawild
8332,Tue Jun 06 12:22:19 +0000 2017,8.72066E+17,"@AdamBowler131 Hi Adam, I get where you're coming from. If you pop me your name and address on a DM I'll get it sorted. Cheers, Tracey",8.7204E+17,1226168012,AdamBowler131,@BritishGas Can you please explain to me this monstrosity? Talk about wasting energy. #Electricity #BritishGas https://t.co/Mkme3PJ3YB,BritishGas,06/06/2017 10:38,NA,8.7204E+17,46630225,AdamBowler131
8432,Tue Jun 06 11:54:53 +0000 2017,8.72059E+17,"@DrSian69 Hi Sian, this is dissapointing to see! Can I help with anything at all. Thanks, Nathan",8.72054E+17,266171853,DrSian69,Service from @BritishGas has deteriorated since I last dealt with the  probate team <U+2639><U+FE0F>,NA,06/06/2017 11:34,NA,8.72054E+17,NA,DrSian69
8532,Tue Jun 06 11:51:07 +0000 2017,8.72058E+17,"@amelievondollar Hi there, thanks for taking the time to get in touch &amp; let us know, do you know his mame? I'll mak… https://t.co/0oK4xGP3Ow",8.72048E+17,302765078,amelievondollar,@BritishGasHelp Just had one of your engineers out in G51 area.....what an absolute credit to you. Brilliant man &amp; lovely person.,BritishGasHelp,06/06/2017 11:09,NA,8.72048E+17,431673892,amelievondollar
8632,Tue Jun 06 11:25:15 +0000 2017,8.72052E+17,"@mrslouisawild Sure, please pop me your address &amp; DoB on a DM. Cheers, Tracey",8.72051E+17,1357517749,mrslouisawild,@BritishGasHelp Can you tell me why mine was increased by £200 + without any notice?,BritishGasHelp,06/06/2017 11:22,8.72048E+17,8.72051E+17,431673892,mrslouisawild
8932,Tue Jun 06 11:09:13 +0000 2017,8.72048E+17,"@mrslouisawild Hi Louisa, it's 10 working days as in the Direct Debit Guarantee https://t.co/DSeDRDM1Zz I'm here if… https://t.co/UCliuP1ajy",8.72039E+17,1357517749,mrslouisawild,@BritishGasHelp can you tell me how much notice you give of a change to a dd?,BritishGasHelp,06/06/2017 10:36,NA,8.72039E+17,431673892,mrslouisawild
9152,Tue Jun 06 11:02:54 +0000 2017,8.72046E+17,"@CharlieTaylorx Hi Charlie, please DM your ref number &amp; address for me &amp; I'll take a look :) Cheers, Dan",8.7204E+17,47067874,CharlieTaylorx,@BritishGasHelp I thought I'd set up DD but I've had a bill through the post? Is it just the first bill that'd come like this?,BritishGasHelp,06/06/2017 10:38,NA,8.7204E+17,431673892,CharlieTaylorx
9332,Tue Jun 06 10:35:07 +0000 2017,8.72039E+17,"@mummyglamour Hi Claire, what happened? Thanks, Claire T",8.72032E+17,8.3588E+17,mummyglamour,Finally sorted my British gas account out after moving over 2 weeks ago. Hopefully you have sorted it this time @BritishGas,NA,06/06/2017 10:08,NA,8.72032E+17,NA,mummyglamour
9532,Tue Jun 06 10:16:15 +0000 2017,8.72034E+17,"@claire_howat @claire_howat Please follow @BritishGasHelp so that I can respond to your DM. Thanks, Daryll",8.72029E+17,467892639,claire_howat,@BritishGasHelp I've contacted ofgem &amp; will be taking it further,BritishGasHelp,06/06/2017 09:55,8.72028E+17,8.72029E+17,431673892,claire_howat
9632,Tue Jun 06 10:06:40 +0000 2017,8.72032E+17,"@claire_howat Ah OK Claire, DM your details if you want me to help &amp; here's our Complaints Handling policy:… https://t.co/1zzNQCigZZ",8.72029E+17,467892639,claire_howat,@BritishGasHelp I've contacted ofgem &amp; will be taking it further,BritishGasHelp,06/06/2017 09:55,8.72028E+17,8.72029E+17,431673892,claire_howat
9732,Tue Jun 06 10:06:18 +0000 2017,8.72032E+17,@Powerstevepower All booked for you Steve :-),8.72031E+17,105268397,Powerstevepower,@BritishGasHelp Yes. Good for us.,BritishGasHelp,06/06/2017 10:03,8.7203E+17,8.72031E+17,431673892,Powerstevepower
9832,Tue Jun 06 09:58:23 +0000 2017,8.7203E+17,@Powerstevepower So would you like the 12pm -3pm appointment?,8.72029E+17,105268397,Powerstevepower,@BritishGasHelp 12 noon on 16 Jun would be ok for us?,BritishGasHelp,06/06/2017 09:56,8.72027E+17,8.72029E+17,431673892,Powerstevepower
9932,Tue Jun 06 09:49:37 +0000 2017,8.72028E+17,"@claire_howat Hey Claire, I appreciate it's not ideal when you get these letters. What seems to have happened as I'… https://t.co/al5eYdK1Jj",8.72023E+17,467892639,claire_howat,@BritishGas totally let down by poor customer service! Been trying to sort issue since 15/5 &amp; now receiving threatening letters <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>#donotuse,BritishGas,06/06/2017 09:30,NA,8.72023E+17,46630225,claire_howat
10032,Tue Jun 06 09:45:59 +0000 2017,8.72027E+17,"@Powerstevepower It does seem to be all connected. We offer 3 hour time slots starting at 8am, so can do 8am -11am, 9am -12pm etc.",8.72026E+17,105268397,Powerstevepower,@BritishGasHelp I will come back to you. Do you offer two hour slots? Does that explain why the electric is estimated?,BritishGasHelp,06/06/2017 09:42,8.72016E+17,8.72026E+17,431673892,Powerstevepower
10332,Tue Jun 06 09:05:46 +0000 2017,8.72017E+17,"@claireaustin24 Hi Claire, sorry to hear you're having problems logging on. Pls DM me your full address, DoB &amp; emai… https://t.co/5YQVqr8kqI",8.72007E+17,50988091,claireaustin24,@BritishGasHelp cant login to my online account to book a boiler service since Saturday and keeps saying there are technical problems?,BritishGasHelp,06/06/2017 08:26,NA,8.72007E+17,431673892,claireaustin24
10632,Tue Jun 06 08:57:09 +0000 2017,8.72014E+17,"@200plym Hi Marg, please see this link https://t.co/MpByxgeYZl Cheers,Tracey",8.72006E+17,3031038910,200plym,@BritishGasHelp #AppHelp  Good morning.  Where on the app do I book annual boiler check?  Thank you.,BritishGasHelp,06/06/2017 08:22,NA,8.72006E+17,431673892,200plym
10832,Tue Jun 06 08:35:49 +0000 2017,8.72009E+17,"@mcjools Hi Julie, we can't do that on here I'm afraid you'll need to call the Landlord Team on 0800 107 7798, to g… https://t.co/orZwQaiTCn",8.72001E+17,135780466,mcjools,"@BritishGasHelp Hello, can you help me switch from my current HomeCare agreement to landlord cover please?",BritishGasHelp,06/06/2017 08:04,NA,8.72001E+17,431673892,mcjools
10932,Tue Jun 06 08:29:08 +0000 2017,8.72007E+17,"@Powerstevepower 2/2 DM me your full address and phone number. Thanks, Sharon",8.72E+17,105268397,Powerstevepower,@BritishGasHelp #AppHelp .....were both estimated. an agent rweeted back to say theyd investigate but no contact since,BritishGasHelp,06/06/2017 07:58,NA,8.72E+17,431673892,Powerstevepower
11032,Tue Jun 06 08:29:01 +0000 2017,8.72007E+17,"@Powerstevepower 1/2 Hi Steve, I can see my colleague spoke to you on here on 21 April and asked for your details.… https://t.co/GhbVzw9d8Y",8.72E+17,105268397,Powerstevepower,@BritishGasHelp #AppHelp .....were both estimated. an agent rweeted back to say theyd investigate but no contact since,BritishGasHelp,06/06/2017 07:58,NA,8.72E+17,431673892,Powerstevepower
11152,Tue Jun 06 08:26:29 +0000 2017,8.72007E+17,"@robbidod I can chase this up for you Robbo, can you DM me your account number, full address &amp; DoB please? Thanks,… https://t.co/gR83M2Pg5s",8.72004E+17,338650476,robbidod,"@BritishGasHelp It was supposed to be for today, I think, but no confirmation email or anything.  Third failed appt.",BritishGasHelp,06/06/2017 08:16,8.71992E+17,8.72004E+17,431673892,robbidod
11232,Tue Jun 06 08:05:46 +0000 2017,8.72002E+17,"@Cryingaxe Hi Adam, I'm really sorry it's taking so long! I'm going to email the agent who's dealing with his &amp; cha… https://t.co/906Q1zbfQC",8.71994E+17,170303812,Cryingaxe,@BritishGasHelp Any news on my smart meters been waiting since January for them to update the system so I can have… https://t.co/bz6epvMZfD,BritishGasHelp,06/06/2017 07:33,8.71834E+17,8.71994E+17,431673892,Cryingaxe
11332,Tue Jun 06 08:02:51 +0000 2017,8.72001E+17,"@Sigridsimmen Hi there, do you need help with anynthing? Cheers, Nathan",8.71993E+17,28545879,Sigridsimmen,@meryreino British Gas,meryreino,06/06/2017 07:30,8.71991E+17,8.71993E+17,28678873,Sigridsimmen
11432,Tue Jun 06 07:51:50 +0000 2017,8.71998E+17,"@lauraslinen Hi Laura, I escalated this to the experts in Homecare Customer Relations &amp; they will be in touch with… https://t.co/GjDEIbs88d",8.71988E+17,479399570,lauraslinen,"@BritishGasHelp ""Steve"" has fobbed me off with a complaint number so it's not sorted so until it's dealt with I'll… https://t.co/u14JBCaXKr",BritishGasHelp,06/06/2017 07:10,8.71742E+17,8.71988E+17,431673892,lauraslinen
11532,Tue Jun 06 07:45:45 +0000 2017,8.71997E+17,"@IsabelWeir1 Hi Isabel, there's no faults reported in the area. Have you checked your fuse box? Thanks, Claire",8.71946E+17,1044821486,IsabelWeir1,@BritishGasHelp #AppHelp Is there a problem with electricity at ML6 9LB area ????,BritishGasHelp,06/06/2017 04:24,NA,8.71946E+17,431673892,IsabelWeir1
11632,Tue Jun 06 07:31:28 +0000 2017,8.71993E+17,"@arananderson Hi Aran, pop over you account info, email &amp; full address, in a DM, I'll see what's going on for you. Cheers, Nathan",8.71853E+17,23752019,arananderson,"@BritishGas can't seem to login, reset password and keep receiving this message. https://t.co/NknN3YAcrG",BritishGas,05/06/2017 22:15,NA,8.71853E+17,46630225,arananderson
11732,Tue Jun 06 07:29:16 +0000 2017,8.71992E+17,"@robbidod Hi Robbo, did you have an appointment booked? If so, when was it for? Thanks, Chelsea",8.71849E+17,338650476,robbidod,@BritishGasHelp #AppHelp whathappened to my smart meter appointment?,BritishGasHelp,05/06/2017 21:58,NA,8.71849E+17,431673892,robbidod
11832,Tue Jun 06 07:13:37 +0000 2017,8.71988E+17,"@ShreyasKambli Hi Shreyas. Do you still require any help at all? If so, could you please DM me some info and I'll b… https://t.co/hPua5oYK5k",8.71762E+17,544351245,ShreyasKambli,@BritishGasHelp Hi do you deal with Business customers ? else can you share web chat link for business accounts?,BritishGasHelp,05/06/2017 16:15,NA,8.71762E+17,431673892,ShreyasKambli
16532,Mon Jun 05 16:35:34 +0000 2017,8.71767E+17,"@ShreyasKambli Hey Shreyas, we do deal with Business accounts but our Social Media Business Team is closed now &amp; th… https://t.co/qALUaSdhyK",8.71762E+17,544351245,ShreyasKambli,@BritishGasHelp Hi do you deal with Business customers ? else can you share web chat link for business accounts?,BritishGasHelp,05/06/2017 16:15,NA,8.71762E+17,431673892,ShreyasKambli
12232,Mon Jun 05 20:59:24 +0000 2017,8.71834E+17,"@avalentino1975 I'm sorry, I'm not sure if any new tariffs will be available just yet, the best thing to do is keep checking online.",8.71833E+17,353902550,avalentino1975,"@BritishGasHelp My current tariffs runs out at the end of the month, any chance there will be alternatives by then… https://t.co/IfSg51tzWV",BritishGasHelp,05/06/2017 20:55,8.71832E+17,8.71833E+17,431673892,avalentino1975
12332,Mon Jun 05 20:50:39 +0000 2017,8.71832E+17,"@avalentino1975 Hi Anthony, not at the mo but you can keep an eye out for new ones being released here:https://t.co/0miWFKpRdj. ^Shelley",8.71831E+17,353902550,avalentino1975,@BritishGasHelp are there no new tariffs for smart meter customers anymore like the free weekend electricity tariffs you offered?,BritishGasHelp,05/06/2017 20:46,NA,8.71831E+17,431673892,avalentino1975
12432,Mon Jun 05 20:10:10 +0000 2017,8.71821E+17,"@Akhlaq1386 Hi Akhlaq, I can have a look into this for you. Please can you DM me your address &amp; DoB? Thanks, Jim",8.71821E+17,187933652,Akhlaq1386,"@BritishGasHelp Hi, We've set up a direct debit for payments &amp; have got letter/email saying haven't paid? Not sure why I set up a DD #hassle",BritishGasHelp,05/06/2017 20:07,NA,8.71821E+17,431673892,Akhlaq1386
12532,Mon Jun 05 20:01:20 +0000 2017,8.71819E+17,"@NickChavda Hey Nicky, is there anything I can help you with at all? ^Jake",8.71812E+17,1259182574,NickChavda,@thomasinjapan @BritishGas @BritishGasHelp Atleast you got a reply. Try speaking to them. Its another level altoget… https://t.co/G1R2WjIwqV,thomasinjapan,05/06/2017 19:34,8.7181E+17,8.71812E+17,30345900,NickChavda
12632,Mon Jun 05 19:57:50 +0000 2017,8.71818E+17,"@gailrburns I can take a look for you, if you'd like to DM over your full address &amp; DoB?",8.71818E+17,3411094042,gailrburns,"@BritishGasHelp no idea time will tell, this was the 4th phone call to sort it out!",BritishGasHelp,05/06/2017 19:55,8.71809E+17,8.71818E+17,431673892,gailrburns
12732,Mon Jun 05 19:57:40 +0000 2017,8.71818E+17,@thomasinjapan I confirmed there was no Sarwjit Sambhi on the BG Complaints team. Please contact Sainsbury's Energy… https://t.co/Ojoemej3fu,8.71818E+17,30345900,thomasinjapan,Sarwjit Sambhi is an MD of British Gas. Best to make sure your records are up to date. https://t.co/aAdgVoFoCb,NA,05/06/2017 19:55,NA,8.71818E+17,NA,thomasinjapan
12832,Mon Jun 05 19:55:25 +0000 2017,8.71818E+17,@thomasinjapan our database &amp; can't see Sarwjit on our records. I'm happy to look into this further but would need… https://t.co/srxvYnnKMG,8.71817E+17,30345900,thomasinjapan,I spoke and emailed @sainsburys and the response always comes from @BritishGas Seems like you are trying to deceive… https://t.co/f0Kjoeq9hY,NA,05/06/2017 19:52,NA,8.71817E+17,NA,thomasinjapan
12932,Mon Jun 05 19:55:09 +0000 2017,8.71818E+17,@thomasinjapan I've explained that Sainsbury's Energy are a separate company &amp; manager their own complaints. I've c… https://t.co/cskTgOaMy8,8.71817E+17,30345900,thomasinjapan,I spoke and emailed @sainsburys and the response always comes from @BritishGas Seems like you are trying to deceive… https://t.co/f0Kjoeq9hY,NA,05/06/2017 19:52,NA,8.71817E+17,NA,thomasinjapan
13032,Mon Jun 05 19:52:03 +0000 2017,8.71817E+17,@thomasinjapan Can you DM me your details so I can check this? https://t.co/dlgcd3TRmR,8.71817E+17,30345900,thomasinjapan,Jim just look at who sent this email. It is from @BritishGas I have spoken to Sainsbury's and the response is from… https://t.co/4leU5bi2MA,NA,05/06/2017 19:50,NA,8.71817E+17,NA,thomasinjapan
13152,Mon Jun 05 19:49:58 +0000 2017,8.71816E+17,"@thomasinjapan your full name, address &amp; contact number I can look into this further. Thanks, Jim 2/2 https://t.co/dlgcd3TRmR",8.71816E+17,30345900,thomasinjapan,I'll say this again @BritishGas @BritishGasHelp Do not pass this off to @sainsburys as all the correspondence is from you. Mr Sarwjit Sambh,NA,05/06/2017 19:47,NA,8.71816E+17,NA,thomasinjapan
13232,Mon Jun 05 19:49:52 +0000 2017,8.71816E+17,@thomasinjapan I've checked &amp; wasn't able to find anyone of that name who works for BG Complaints. If you want to DM me  1/2,8.71816E+17,30345900,thomasinjapan,I'll say this again @BritishGas @BritishGasHelp Do not pass this off to @sainsburys as all the correspondence is from you. Mr Sarwjit Sambh,NA,05/06/2017 19:47,NA,8.71816E+17,NA,thomasinjapan
13332,Mon Jun 05 19:49:15 +0000 2017,8.71816E+17,"@shelltk1 Hi, sorry to hear no one has called, please can you DM over your full address &amp; DoB? Thanks, Jamie-Lee",8.71814E+17,1137941203,shelltk1,@BritishGasHelp #AppHelp still awaitng a call back in regards to my failed engineers visit!!,BritishGasHelp,05/06/2017 19:41,NA,8.71814E+17,431673892,shelltk1
13432,Mon Jun 05 19:46:14 +0000 2017,8.71815E+17,"@thomasinjapan If you're supplied by Sainsbury's Energy then you'd need to speak to them about any issues you may be having. Thanks, Jim",8.71815E+17,30345900,thomasinjapan,The email under complaint is from Mr Sarwjit Sambh and I understand he is a @BritishGas @BritishGasHelp employee https://t.co/q7DpP6dPwh,NA,05/06/2017 19:44,NA,8.71815E+17,NA,thomasinjapan
13532,Mon Jun 05 19:45:57 +0000 2017,8.71815E+17,@ian50975855 You can message me on this link here. ^Jake https://t.co/dlgcd3TRmR,8.71813E+17,1965672512,ian50975855,"@BritishGasHelp Do you have a direct contact number, or a way to message you so this is private for my mobile numbe… https://t.co/z4Z4MOwajf",BritishGasHelp,05/06/2017 19:37,8.71811E+17,8.71813E+17,431673892,ian50975855
13632,Mon Jun 05 19:43:09 +0000 2017,8.71815E+17,"@thomasinjapan on the link for their contact details. thanks, Jim https://t.co/RLavtKGPCF 3/3",8.71814E+17,30345900,thomasinjapan,Actually you are one of the same thing. All the correspondence comes from BG. Sounds if you are not aware of the re… https://t.co/IbtjZpZF1C,NA,05/06/2017 19:39,NA,8.71814E+17,NA,thomasinjapan
13732,Mon Jun 05 19:43:03 +0000 2017,8.71815E+17,@thomasinjapan do use our systems but we're not the same company so they do manage their own complaints. Please click  2/3,8.71814E+17,30345900,thomasinjapan,Actually you are one of the same thing. All the correspondence comes from BG. Sounds if you are not aware of the re… https://t.co/IbtjZpZF1C,NA,05/06/2017 19:39,NA,8.71814E+17,NA,thomasinjapan
13832,Mon Jun 05 19:42:49 +0000 2017,8.71815E+17,"@thomasinjapan I was asking you who the complaint was with G,just to make sure I gave you the right info. Sainsbury's Energy  1/3",8.71814E+17,30345900,thomasinjapan,Actually you are one of the same thing. All the correspondence comes from BG. Sounds if you are not aware of the re… https://t.co/IbtjZpZF1C,NA,05/06/2017 19:39,NA,8.71814E+17,NA,thomasinjapan
13932,Mon Jun 05 19:39:34 +0000 2017,8.71814E+17,"@Kysamsilver Hi Samantha, I can have a look at this for you. Please can you DM me your address &amp; DoB?  Thanks, Jim https://t.co/dlgcd3TRmR",8.7181E+17,620165732,Kysamsilver,@BritishGasHelp #AppHelp trying to put in reading and five x its failed. pse call as i am having to constantly call you to rectify mistakes.,BritishGasHelp,05/06/2017 19:25,NA,8.7181E+17,431673892,Kysamsilver
14032,Mon Jun 05 19:38:14 +0000 2017,8.71813E+17,"@thomasinjapan Hi G, is your complaint with Sainsbury's Energy or British Gas? Thanks, Jim",8.7181E+17,30345900,thomasinjapan,My complaint is about an email sent by Mr Sarwjit Sambhi of @BritishGas @BritishGasHelp https://t.co/Adxezg3Rax,NA,05/06/2017 19:24,NA,8.7181E+17,NA,thomasinjapan
14152,Mon Jun 05 19:26:38 +0000 2017,8.71811E+17,"@ian50975855 Hey Ian, that doesn't sound great! Is there anything you'd like me to check out for you at all? ^Jake",8.71803E+17,1965672512,ian50975855,"Does British Gas enjoy grinding its customers down and causing stress? 2 hours on the phone passed around, hung up on ?",NA,05/06/2017 18:58,NA,8.71803E+17,NA,ian50975855
14232,Mon Jun 05 19:20:37 +0000 2017,8.71809E+17,"@gailrburns I'm very sorry to hear this, has it all been sorted now?",8.71808E+17,3411094042,gailrburns,@BritishGasHelp my payment reconciled to my account! Cost me to get copy cheque to sort your mistake!,BritishGasHelp,05/06/2017 19:18,8.71719E+17,8.71808E+17,431673892,gailrburns
14332,Mon Jun 05 18:51:04 +0000 2017,8.71802E+17,"@ConradGerrard I understand why you feel this way. If you DM me your details, I'll be happy to chase this up with your case handler for you.",8.71798E+17,2786688095,ConradGerrard,@BritishGasHelp thank you but no already gone past 56 days and sick of being fobbed off and sent template emails. Very poor service,BritishGasHelp,05/06/2017 18:37,8.71796E+17,8.71798E+17,431673892,ConradGerrard
14432,Mon Jun 05 18:40:25 +0000 2017,8.71799E+17,"@J3OWA Hi, I totally get that's a long time &amp; if you'd please DM your full name, address &amp; phone no., I'll see what I can do. Thanks, Matt",8.71792E+17,7.08588E+17,J3OWA,"@BritishGasHelp 
Please please can you help escalate my case to someone who can actually sort it out. It's been 5 months",BritishGasHelp,05/06/2017 18:13,NA,8.71792E+17,431673892,J3OWA
14532,Mon Jun 05 18:33:53 +0000 2017,8.71797E+17,@victorspencer69 If you want me to look into it further please can you DM me your address &amp; contact number or email? https://t.co/dlgcd3TRmR,8.71797E+17,176753360,victorspencer69,@winnieuk @nhargreaves74 @BritishGas I feel you guys are not treating my plight seriously <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>,winnieuk,05/06/2017 18:32,8.71795E+17,8.71797E+17,75641920,victorspencer69
14632,Mon Jun 05 18:33:07 +0000 2017,8.71797E+17,"@victorspencer69 Ok, I'm sure my colleagues will get back to you regarding the complaint but if you need anything c… https://t.co/1DyiLjkJqh",8.71796E+17,176753360,victorspencer69,@BritishGasHelp A complaint has been raised this evening,BritishGasHelp,05/06/2017 18:29,8.71794E+17,8.71796E+17,431673892,victorspencer69
14732,Mon Jun 05 18:27:12 +0000 2017,8.71796E+17,"@ConradGerrard 2/2 Please see this link for our complaints procedure https://t.co/fr4xRn43Qv Thanks, Adele",8.71794E+17,2786688095,ConradGerrard,@BritishGasHelp I have been trying to get this resolved since Feb. Am about to go to the ombudsman. Your complaints dept have been dealing,BritishGasHelp,05/06/2017 18:22,8.71789E+17,8.71794E+17,431673892,ConradGerrard
14832,Mon Jun 05 18:26:56 +0000 2017,8.71795E+17,@ConradGerrard Glad you've got a complaint open for this &amp; I hope we can fix things for you.1/2,8.71794E+17,2786688095,ConradGerrard,@BritishGasHelp I have been trying to get this resolved since Feb. Am about to go to the ombudsman. Your complaints dept have been dealing,BritishGasHelp,05/06/2017 18:22,8.71789E+17,8.71794E+17,431673892,ConradGerrard
14932,Mon Jun 05 18:22:12 +0000 2017,8.71794E+17,"@victorspencer69 it please DM me your address &amp; contact number or email? Thanks, Jim 2/2",8.71793E+17,176753360,victorspencer69,@winnieuk @nhargreaves74 @BritishGas Profits over service - wonder if Eon are any better,winnieuk,05/06/2017 18:17,8.71788E+17,8.71793E+17,75641920,victorspencer69
15032,Mon Jun 05 18:22:03 +0000 2017,8.71794E+17,"@victorspencer69 Ok, I'm sorry you're having to take more time off work. If you'd like me to open a complaint about this &amp; escalate 1/2",8.71793E+17,176753360,victorspencer69,@winnieuk @nhargreaves74 @BritishGas Profits over service - wonder if Eon are any better,winnieuk,05/06/2017 18:17,8.71788E+17,8.71793E+17,75641920,victorspencer69
15152,Mon Jun 05 18:12:08 +0000 2017,8.71792E+17,"@wilson_orin Hi Orin, please can you DM over your full address &amp; DoB? Thanks, Jamie-Lee",8.7179E+17,866492400,wilson_orin,"@BritishGasHelp.
Ur retention team cald and ofered the rate i wantd. Cldn't talk @ the time. They never phoned back. Do i wate? Do i switch?",BritishGasHelp,05/06/2017 18:04,NA,8.7179E+17,431673892,wilson_orin
15232,Mon Jun 05 18:02:28 +0000 2017,8.71789E+17,@ConradGerrard I get that's annoying. Have you spoken to our Smart Homes Team &amp; reported it?,8.71787E+17,2786688095,ConradGerrard,@BritishGasHelp the meter worked for 2 yrs til late Jan. Now only sending intermittent readings to you. The monitor is mostly blank,BritishGasHelp,05/06/2017 17:52,8.71782E+17,8.71787E+17,431673892,ConradGerrard
15332,Mon Jun 05 18:01:22 +0000 2017,8.71789E+17,"@laurenkateb_ Hi Lauren, I'm glad you're finding it useful, it's a great little App. Thanks, Jim",8.71786E+17,181715931,laurenkateb_,You know you're 23 going on 90 when you get excited about how brilliantly convenient the @BritishGas app is. #oldie… https://t.co/VjdErEXRQ9,NA,05/06/2017 17:47,NA,8.71786E+17,NA,laurenkateb_
15432,Mon Jun 05 18:00:01 +0000 2017,8.71789E+17,@LJReading Can you follow us again please so I can DM you.,8.71785E+17,108638103,LJReading,@BritishGasHelp I've sent this in a DM.,BritishGasHelp,05/06/2017 17:44,8.71772E+17,8.71785E+17,431673892,LJReading
15532,Mon Jun 05 17:57:40 +0000 2017,8.71788E+17,@Catchlovecreate Our Business Team can look into it &amp; do their best to help you once they're back on Hannah. ^Jake,8.71788E+17,202343330,Catchlovecreate,@BritishGasHelp I've been tweeting &amp; calling you for 2 months &amp; no one seems to be able to help - I'd like to get i… https://t.co/ajwAv5kv7L,BritishGasHelp,05/06/2017 17:56,8.71787E+17,8.71788E+17,431673892,Catchlovecreate
15632,Mon Jun 05 17:56:20 +0000 2017,8.71788E+17,"@victorspencer69 Hi Mark, this isn't good to read. Has another appt been booked in for you? Thanks, Jim",8.71785E+17,176753360,victorspencer69,2/2 @BritishGas no engineer allocated even after assurances that the engineer was on there way. Absolute incompetence! Switch provider,NA,05/06/2017 17:44,NA,8.71785E+17,NA,victorspencer69
15732,Mon Jun 05 17:54:13 +0000 2017,8.71787E+17,"@Catchlovecreate Hey Hannah, I'm sorry you're not best pleased :( Our Business Team are closed now but they're back… https://t.co/laQgy9yuvj",8.71784E+17,202343330,Catchlovecreate,Over the past 2 months we now have over 20 letter from @BritishGasHelp and we're STILL on a business tariff - this is getting beyond a joke!,NA,05/06/2017 17:39,NA,8.71784E+17,NA,Catchlovecreate
15832,Mon Jun 05 17:53:13 +0000 2017,8.71787E+17,"@_jessiebbb clicking on the link. Thanks, Jim https://t.co/RLavtKGPCF 2/2",8.71784E+17,93069519,_jessiebbb,Sainsbury's energy what an absaloute joke @BritishGas,NA,05/06/2017 17:42,NA,8.71784E+17,NA,_jessiebbb
15932,Mon Jun 05 17:53:08 +0000 2017,8.71787E+17,"@_jessiebbb Hi Jessica, we can't help with Sainsbury's Energy issues but you can contact them by  1/2",8.71784E+17,93069519,_jessiebbb,Sainsbury's energy what an absaloute joke @BritishGas,NA,05/06/2017 17:42,NA,8.71784E+17,NA,_jessiebbb
16032,Mon Jun 05 17:33:15 +0000 2017,8.71782E+17,"@ConradGerrard 2/2 Is it the readings on the monitor or your meter please? Thanks, Adele",8.71773E+17,2786688095,ConradGerrard,@BritishGasHelp it only sends intermittent readings have been trying to get it sorted since Feb now told it might work by 2020,BritishGasHelp,05/06/2017 16:58,8.71773E+17,8.71773E+17,431673892,ConradGerrard
16152,Mon Jun 05 17:33:02 +0000 2017,8.71782E+17,"@ConradGerrard Hi Conrad, we're hoping the technology will be ready so they work in all homes by then :) 1/2",8.71773E+17,2786688095,ConradGerrard,@BritishGasHelp it only sends intermittent readings have been trying to get it sorted since Feb now told it might work by 2020,BritishGasHelp,05/06/2017 16:58,8.71773E+17,8.71773E+17,431673892,ConradGerrard
16232,Mon Jun 05 16:56:41 +0000 2017,8.71773E+17,"@ConradGerrard Hi Conrad, not what I like to hear. What seems to be the issue, is it the monitor or the meter? Thanks, Sharon",8.71771E+17,2786688095,ConradGerrard,5mths been trying to get #BritishGas to fix my #smart meter. Just been told it might work by 2020 not so smart meter,NA,05/06/2017 16:49,NA,8.71771E+17,NA,ConradGerrard
